rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__type,classification__solver,classification__n_neurons,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,38.735583782196045,success,0.008679819107055665,0.84_0.8_0.92_0.79_0.74,0.56_0.58_0.52_0.56_0.52,1.0079968929290772,0.8178145581087689,0.86,0.97,0.88,0.93,0.5473809523809523,1746694760.062975,RandomForestClassifier,,,,25,6,4,3,1,,gini,False,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.75,SelectKBest,,4,1.2539169788360596,success,0.0036321640014648437,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.2284984588623047,1.0,1.0,1.0,1.0,1.0,0.5,1746694761.5763848,MLPClassifier,sgd,5,10,,,,,,constant,,,0.001,logistic
FunctionTransformer,,,features_rebalancing_normalization_mitigation_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.542571783065796,success,0.0058057308197021484,0.87_0.75_0.81_0.85_0.78,0.59_0.65_0.63_0.64_0.65,0.28339014053344724,0.8116815352454865,0.9,0.99,0.86,0.88,0.6304761904761904,1746694763.3846967,MLPClassifier,adam,25,1,,,,,,adaptive,,,1e-05,relu
NearMiss,4,,normalization_mitigation_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,3.407108783721924,success,0.00537724494934082,0.97_0.75_0.55_0.78_0.29,0.62_0.6_0.58_0.64_0.57,0.656235933303833,0.6683964402781606,0.82,0.93,0.69,0.89,0.6054761904761905,1746694767.0494828,MLPClassifier,adam,50,5,,,,,,adaptive,,,1e-05,relu
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,4,,0.8585186004638672,success,0.007705116271972656,1.0_0.9_0.97_0.9_0.94,0.5_0.51_0.5_0.52_0.52,0.14152746200561522,0.9417713985071192,0.97,1.0,0.95,0.98,0.5107142857142857,1746694768.1696694,RandomForestClassifier,,,,75,2,5,3,2,,entropy,False,,
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,4,,1.1009736061096191,success,0.009834194183349609,0.69_0.6_0.8_0.48_0.41,0.66_0.62_0.6_0.58_0.54,0.18532729148864746,0.5948901098901098,0.67,1.0,0.63,0.81,0.5992857142857144,1746694773.1257164,RandomForestClassifier,,,,100,4,5,3,3,,entropy,True,,
SMOTE,,6,normalization_mitigation_features_rebalancing_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,41.30412840843201,fail,0.05196700096130371,0.17_0.99_nan_nan_nan,0.68_0.51_0.5_0.5_0.5,8.172428083419799,-inf,1.0,0.93,0.59,1.0,0.5373809523809523,1746694814.6904705,MLPClassifier,adam,50,20,,,,,,adaptive,,,0.001,logistic
SMOTE,,8,features_normalization_rebalancing_mitigation_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.75,PCA,2,,0.00043463706970214844,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694814.991076,MLPClassifier,lbfgs,10,1,,,,,,constant,,,1e-05,tanh
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,True,,False,,StandardScaler,LFR_wrapper,2.0,50,1.0,,FunctionTransformer,,,32.657095193862915,success,0.04611210823059082,0.95_1.0_1.0_0.9_1.0,0.53_0.5_0.5_0.52_0.5,6.454824352264405,0.9705882352941178,0.99,1.0,0.97,0.99,0.5097619047619047,1746694847.912221,MLPClassifier,adam,50,20,,,,,,invscaling,,,0.001,tanh
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.75,SelectKBest,,6,0.7452704906463623,success,0.0067882537841796875,0.8_0.78_0.85_0.89_0.53,0.62_0.61_0.55_0.63_0.56,0.1201584815979004,0.7696075163398692,0.96,0.99,0.77,0.97,0.5935714285714286,1746694848.925946,RandomForestClassifier,,,,75,6,5,4,3,,gini,True,,
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,4,,1.2936623096466064,success,0.004642868041992187,0.79_0.87_0.84_0.89_0.89,0.56_0.56_0.55_0.57_0.57,0.23511834144592286,0.8546865649774164,0.88,0.97,0.99,0.87,0.5628571428571428,1746694850.480757,MLPClassifier,adam,25,1,,,,,,adaptive,,,0.01,tanh
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,9,1.0132184028625488,success,0.004641437530517578,0.43_0.85_0.84_0.88_0.51,0.6_0.64_0.66_0.62_0.59,0.1709240436553955,0.7029310106199423,0.98,0.94,0.72,0.91,0.6235714285714286,1746694851.760265,MLPClassifier,lbfgs,25,1,,,,,,invscaling,,,1e-05,relu
SMOTE,,7,normalization_mitigation_features_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,50,1.0,,PCA,8,,3.2381536960601807,success,0.007306241989135742,0.49_0.44_0.51_0.61_0.7,0.63_0.62_0.62_0.64_0.64,0.6192057132720947,0.5514032813889562,0.91,0.71,0.66,0.81,0.6297619047619047,1746694855.2644274,MLPClassifier,lbfgs,5,20,,,,,,constant,,,0.001,logistic
NearMiss,4,,features_mitigation_rebalancing_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,100,0.1,,FunctionTransformer,,,5.374148368835449,fail,0.006902742385864258,0.68_1.0_0.68_nan_nan,0.51_0.5_0.53_0.5_0.5,1.0443410873413086,-inf,0.86,0.89,0.93,0.9,0.508095238095238,1746694864.9198408,MLPClassifier,sgd,10,20,,,,,,invscaling,,,0.001,relu
NearMiss,2,,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,1.0,10,0.1,,SelectKBest,,6,0.02204585075378418,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694865.2097855,MLPClassifier,sgd,10,5,,,,,,adaptive,,,0.001,relu
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,,True,,False,RobustScaler,FunctionTransformer,,,,,PCA,6,,0.5469038486480713,success,0.008494234085083008,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.07860794067382812,1.0,1.0,1.0,1.0,1.0,0.5,1746694866.029154,RandomForestClassifier,,,,50,3,5,4,1,,gini,False,,
NearMiss,3,,features_rebalancing_normalization_mitigation_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,PCA,6,,0.7637090682983398,success,0.009336137771606445,0.64_0.51_0.63_0.29_0.38,0.69_0.61_0.56_0.53_0.53,0.11871719360351562,0.4927788928411842,0.73,0.98,0.63,0.58,0.5857142857142856,1746694867.069486,RandomForestClassifier,,,,100,2,3,1,2,,gini,False,,
NearMiss,2,,features_normalization_mitigation_rebalancing_classification,True,,False,,StandardScaler,FunctionTransformer,,,,,PCA,5,,0.2326197624206543,success,0.004890871047973633,0.58_0.5_0.67_0.48_0.56,0.68_0.68_0.55_0.55_0.51,0.022439956665039062,0.5569214808894717,0.81,0.99,0.6,0.63,0.5952380952380952,1746694867.5840163,RandomForestClassifier,,,,10,4,3,2,5,,gini,True,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,SelectKBest,,1,1.5247750282287598,success,0.003330707550048828,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.2821136474609375,1.0,1.0,1.0,1.0,1.0,0.5,1746694869.381677,MLPClassifier,adam,5,20,,,,,,invscaling,,,0.01,relu
NearMiss,4,,normalization_rebalancing_mitigation_features_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,4,,13.205456495285034,success,0.009595680236816406,0.55_0.61_0.59_0.81_0.8,0.52_0.53_0.45_0.57_0.51,2.609629249572754,0.6739668831193872,0.75,0.98,0.86,0.85,0.5176190476190475,1746694882.8597848,RandomForestClassifier,,,,10,2,4,4,3,,gini,True,,
SMOTE,,5,features_mitigation_rebalancing_normalization_classification,False,,True,,StandardScaler,LFR_wrapper,0.5,10,0.1,,FunctionTransformer,,,5.240989446640015,fail,0.00536503791809082,0.64_nan_0.91_0.62_0.78,0.61_0.5_0.5_0.51_0.52,1.0230958938598633,-inf,0.77,0.99,0.78,0.84,0.5269047619047619,1746694888.3752038,MLPClassifier,adam,10,1,,,,,,invscaling,,,1e-05,relu
SMOTE,,6,rebalancing_normalization_features_mitigation_classification,False,,False,,StandardScaler,CorrelationRemover,,,,1.0,SelectKBest,,9,2.922762870788574,success,0.005699062347412109,0.9_0.87_1.0_0.7_0.0,0.58_0.6_0.5_0.57_0.51,0.5425686359405517,0.6926611486136581,0.73,0.99,0.78,0.74,0.5504761904761905,1746694895.4317446,MLPClassifier,adam,50,20,,,,,,invscaling,,,0.01,tanh
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,PCA,4,,0.6484856605529785,success,0.0032777309417724608,0.74_0.98_0.93_0.9_0.87,0.57_0.5_0.52_0.52_0.5,0.10787053108215332,0.8857685069140177,0.96,0.96,0.89,0.97,0.5226190476190476,1746694896.3566384,MLPClassifier,lbfgs,5,1,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.5,PCA,1,,0.5947961807250977,success,0.007601213455200195,0.92_1.0_0.98_0.9_0.74,0.53_0.5_0.5_0.52_0.52,0.08898134231567383,0.9085482807111205,0.95,1.0,0.92,0.97,0.5152380952380952,1746694897.2313163,RandomForestClassifier,,,,75,6,6,3,1,,entropy,False,,
NearMiss,2,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,1.6163668632507324,success,0.004348897933959961,0.19_0.33_0.65_0.48_0.0,0.67_0.66_0.64_0.63_0.62,0.29962005615234377,0.3296318958818959,0.91,0.82,0.33,0.87,0.6423809523809524,1746694899.1286435,MLPClassifier,adam,5,5,,,,,,invscaling,,,1e-05,logistic
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.7333405017852783,success,0.004655694961547852,0.78_0.77_0.71_0.93_0.64,0.59_0.62_0.61_0.66_0.67,0.32291626930236816,0.7677389364109202,0.93,0.88,0.83,0.88,0.6280952380952382,1746694901.147326,MLPClassifier,lbfgs,10,10,,,,,,invscaling,,,0.01,tanh
NearMiss,4,,mitigation_features_rebalancing_normalization_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.5,SelectKBest,,6,0.2149670124053955,success,0.004191684722900391,0.22_0.13_0.66_0.29_0.19,0.68_0.61_0.74_0.59_0.61,0.01888589859008789,0.2984955115102174,0.85,0.84,0.3,0.92,0.6466666666666667,1746694901.646855,RandomForestClassifier,,,,10,3,4,2,3,,gini,False,,
SMOTE,,8,normalization_rebalancing_mitigation_features_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,1.7104735374450684,success,0.004775619506835938,0.63_0.78_0.63_0.67_0.61,0.58_0.69_0.67_0.66_0.64,0.31685609817504884,0.6649203374092394,0.76,0.84,0.86,0.73,0.6488095238095238,1746694903.640532,MLPClassifier,sgd,5,1,,,,,,constant,,,0.01,tanh
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,9,0.809363842010498,success,0.010609722137451172,1.0_1.0_1.0_0.99_1.0,0.5_0.5_0.5_0.51_0.5,0.1231001377105713,0.998165137614679,1.0,1.0,1.0,1.0,0.5016666666666667,1746694904.7458375,RandomForestClassifier,,,,100,4,5,2,1,,entropy,False,,
NearMiss,3,,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,SelectKBest,,1,0.3246307373046875,success,0.004996252059936523,0.0_0.07_0.0_0.43_0.0,0.66_0.61_0.64_0.6_0.67,0.0393864631652832,0.10145328084931582,0.96,0.1,0.36,0.75,0.6354761904761904,1746694905.4562776,RandomForestClassifier,,,,25,5,5,4,3,,entropy,True,,
FunctionTransformer,,,rebalancing_features_mitigation_normalization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,,SelectKBest,,6,0.6146941184997559,success,0.008380460739135741,0.93_0.89_0.93_0.9_0.88,0.55_0.57_0.56_0.51_0.55,0.09150776863098145,0.9062598461681031,0.93,0.97,0.97,0.96,0.5488095238095237,1746694910.4128256,RandomForestClassifier,,,,75,3,3,3,2,,gini,False,,
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,100,0.1,,FunctionTransformer,,,11.178190469741821,fail,0.007328128814697266,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,2.2070987224578857,-inf,-inf,-inf,-inf,-inf,0.5,1746694921.8810837,MLPClassifier,sgd,10,20,,,,,,adaptive,,,0.01,logistic
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,100,0.1,,SelectKBest,,1,3.7178738117218018,success,0.012730789184570313,1.0_1.0_1.0_0.88_1.0,0.5_0.5_0.5_0.54_0.5,0.5937281131744385,0.9761467889908257,0.98,1.0,0.98,1.0,0.5083333333333333,1746694925.890818,RandomForestClassifier,,,,100,5,2,2,3,,gini,True,,
SMOTE,,8,rebalancing_mitigation_features_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,31.363311052322388,success,0.007093048095703125,0.84_0.79_0.86_0.63_0.74,0.56_0.59_0.55_0.52_0.52,1.2095312595367431,0.7717182105159318,0.78,1.0,0.86,0.89,0.549047619047619,1746694957.5496116,MLPClassifier,lbfgs,50,5,,,,,,invscaling,,,0.01,relu
NearMiss,3,,mitigation_normalization_rebalancing_features_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,PCA,3,,0.6214632987976074,success,0.005812501907348633,0.62_0.48_0.34_0.59_0.0,0.65_0.57_0.49_0.56_0.52,0.09831538200378417,0.4070635013703995,0.81,1.0,0.52,0.54,0.5595238095238095,1746694958.46588,RandomForestClassifier,,,,25,2,4,3,3,,gini,False,,
NearMiss,2,,features_rebalancing_normalization_mitigation_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,PCA,8,,0.822500467300415,success,0.009787273406982423,0.22_0.49_0.72_0.49_0.17,0.71_0.67_0.68_0.59_0.6,0.1302783966064453,0.41879178885630497,0.85,0.92,0.45,0.76,0.6507142857142858,1746694959.582755,RandomForestClassifier,,,,100,2,6,1,4,,entropy,False,,
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,10,2.0,,PCA,4,,5.0252227783203125,success,0.007653284072875977,1.0_1.0_0.97_0.84_0.84,0.5_0.5_0.5_0.54_0.52,0.9761898517608643,0.932191641182467,0.93,1.0,0.95,0.98,0.5121428571428571,1746694964.9058151,RandomForestClassifier,,,,10,4,5,2,3,,gini,False,,
NearMiss,2,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,100,0.5,,PCA,8,,7.167881965637207,success,0.005312490463256836,0.33_0.48_0.54_0.51_0.14,0.52_0.56_0.54_0.51_0.52,1.4053563594818115,0.39883516483516485,0.7,0.77,0.57,0.79,0.5283333333333333,1746694972.4792242,MLPClassifier,adam,10,20,,,,,,invscaling,,,1e-05,tanh
SMOTE,,5,normalization_mitigation_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,0.7014191150665283,success,0.007133913040161133,0.34_0.47_0.63_0.83_0.41,0.68_0.67_0.71_0.66_0.7,0.09314689636230469,0.5347140414510769,0.94,0.76,0.57,0.83,0.684047619047619,1746694977.445129,RandomForestClassifier,,,,25,4,4,1,3,,entropy,True,,
NearMiss,1,,rebalancing_features_normalization_mitigation_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,1.4341044425964355,success,0.004477596282958985,0.41_0.75_0.67_0.41_0.52,0.68_0.67_0.6_0.58_0.62,0.26330857276916503,0.551064935064935,0.79,0.96,0.59,0.82,0.6292857142857142,1746694979.1772256,MLPClassifier,adam,5,10,,,,,,constant,,,0.01,tanh
NearMiss,2,,features_normalization_rebalancing_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,8,,0.7471303939819336,success,0.007824325561523437,0.75_0.45_0.85_0.44_0.24,0.7_0.65_0.61_0.61_0.57,0.11912493705749512,0.5447249287021483,0.86,0.98,0.57,0.84,0.6280952380952382,1746694980.2195652,RandomForestClassifier,,,,75,3,5,2,3,,gini,True,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,1.0,,FunctionTransformer,,,9.699161767959595,success,0.009038400650024415,0.89_0.96_0.83_0.96_0.89,0.57_0.54_0.53_0.57_0.52,1.9092968463897706,0.9078772123055245,0.95,0.94,0.99,0.95,0.5452380952380952,1746694990.2161257,MLPClassifier,lbfgs,10,20,,,,,,constant,,,1e-05,relu
NearMiss,2,,features_rebalancing_normalization_mitigation_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,5,0.2831428050994873,fail,0.003815031051635742,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,0.03401341438293457,-inf,-inf,-inf,-inf,-inf,0.5,1746694990.7964525,MLPClassifier,sgd,5,1,,,,,,invscaling,,,0.001,tanh
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,1.0,10,0.1,,PCA,1,,5.3892011642456055,success,0.006247425079345703,0.95_1.0_0.96_0.89_0.94,0.54_0.5_0.51_0.52_0.53,1.051297092437744,0.9502212628170534,0.96,1.0,0.97,0.99,0.5197619047619046,1746694996.484593,RandomForestClassifier,,,,25,2,4,3,4,,gini,True,,
NearMiss,1,,normalization_rebalancing_mitigation_features_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,4,,0.8581056594848633,success,0.008440828323364258,0.34_0.53_0.32_0.36_0.63,0.59_0.55_0.55_0.59_0.56,0.1413264751434326,0.43520303100155033,0.96,0.93,0.71,0.61,0.5673809523809524,1746694997.643264,RandomForestClassifier,,,,50,2,4,2,3,,gini,False,,
SMOTE,,7,mitigation_normalization_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,50,1.0,,PCA,6,,7.424994945526123,success,0.006307029724121093,0.88_0.45_0.84_0.77_0.48,0.55_0.55_0.54_0.55_0.52,1.458235740661621,0.6845158800916473,0.75,0.98,0.76,0.89,0.5421428571428571,1746695009.5700681,RandomForestClassifier,,,,25,4,4,2,3,,entropy,True,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,200,2.0,,FunctionTransformer,,,6.741671323776245,success,0.005497455596923828,1.0_0.9_0.98_0.9_1.0,0.5_0.55_0.5_0.52_0.5,1.3231963634490966,0.9563302752293577,0.98,1.0,0.96,0.99,0.515,1746695016.6208394,MLPClassifier,adam,5,5,,,,,,invscaling,,,1e-05,tanh
SMOTE,,6,normalization_features_rebalancing_mitigation_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.25,PCA,6,,0.0004069805145263672,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695016.929072,MLPClassifier,lbfgs,10,1,,,,,,constant,,,0.001,relu
SMOTE,,8,rebalancing_normalization_mitigation_features_classification,False,,True,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,5,1.1030433177947998,success,0.009520483016967774,0.49_0.84_0.63_0.54_0.48,0.66_0.68_0.69_0.66_0.69,0.1742074966430664,0.59617859584025,0.9,0.88,0.6,0.82,0.6745238095238095,1746695018.334495,RandomForestClassifier,,,,100,5,4,2,3,,gini,False,,
SMOTE,,6,rebalancing_features_normalization_mitigation_classification,False,,True,,StandardScaler,LFR_wrapper,0.5,50,2.0,,SelectKBest,,8,11.451900482177734,fail,0.005744647979736328,nan_0.74_0.61_1.0_1.0,0.5_0.58_0.53_0.5_0.5,2.2526427268981934,-inf,0.87,1.0,0.91,0.91,0.5219047619047619,1746695030.0927894,MLPClassifier,sgd,25,10,,,,,,constant,,,0.001,tanh
SMOTE,,6,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,4,,0.8606698513031006,success,0.006565189361572266,0.74_0.6_0.58_0.58_0.77,0.63_0.6_0.58_0.62_0.61,0.1443628787994385,0.6545359923329904,0.8,0.96,0.7,0.74,0.6064285714285714,1746695031.267168,RandomForestClassifier,,,,50,5,5,3,5,,entropy,False,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,PCA,3,,1.4088623523712158,success,0.0040244579315185545,0.62_0.75_0.54_0.54_0.27,0.6_0.6_0.6_0.51_0.61,0.25878210067749025,0.5449586776859505,0.66,0.99,0.71,0.74,0.5833333333333334,1746695032.985023,MLPClassifier,adam,10,1,,,,,,constant,,,0.0001,logistic
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,28.501065254211426,success,0.00943288803100586,0.77_0.74_0.68_0.54_0.0,0.61_0.58_0.53_0.5_0.54,5.668355560302734,0.5476061984426798,0.69,0.99,0.63,0.84,0.5523809523809524,1746695061.796878,MLPClassifier,adam,5,20,,,,,,adaptive,,,0.01,tanh
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,SelectKBest,,7,0.5006437301635742,success,0.005600404739379883,0.83_0.9_0.96_0.9_0.94,0.54_0.53_0.53_0.5_0.54,0.07335486412048339,0.9073521324616184,0.96,0.99,0.91,0.96,0.5311904761904762,1746695062.969479,RandomForestClassifier,,,,50,6,4,2,4,,gini,True,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,1.0,,SelectKBest,,6,5.692955255508423,success,0.00904703140258789,0.97_1.0_0.94_0.74_0.93,0.5_0.5_0.5_0.58_0.52,0.9594248294830322,0.9162150537634408,0.99,0.98,0.93,0.97,0.5188095238095237,1746695068.9772096,RandomForestClassifier,,,,10,5,4,1,3,,gini,True,,
SMOTE,,6,features_mitigation_normalization_rebalancing_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,0.736473560333252,success,0.0035205841064453124,0.56_0.49_0.75_0.58_0.63,0.65_0.68_0.72_0.65_0.68,0.12449493408203124,0.6044988344988345,0.91,0.93,0.6,0.86,0.6747619047619049,1746695070.0376937,MLPClassifier,lbfgs,5,1,,,,,,invscaling,,,0.0001,relu
SMOTE,,8,rebalancing_normalization_mitigation_features_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,2.0,,FunctionTransformer,,,2.0458292961120605,success,0.0074824333190917965,0.56_0.56_0.83_0.65_0.48,0.57_0.61_0.59_0.62_0.53,0.3797754287719727,0.6141760683760684,0.91,0.81,0.79,0.86,0.584047619047619,1746695077.0056067,MLPClassifier,lbfgs,10,1,,,,,,adaptive,,,0.0001,tanh
NearMiss,3,,mitigation_normalization_features_rebalancing_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,31.089430809020996,success,0.008806228637695312,0.89_0.68_0.84_0.52_0.41,0.56_0.59_0.54_0.49_0.51,1.1431958198547363,0.6669353663066562,0.72,1.0,0.72,0.86,0.5373809523809523,1746695108.414282,RandomForestClassifier,,,,50,4,6,1,2,,entropy,False,,
SMOTE,,6,normalization_features_mitigation_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,50,0.1,,PCA,5,,0.0005524158477783203,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695108.7353785,MLPClassifier,adam,5,1,,,,,,invscaling,,,0.0001,relu
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.240597724914551,success,0.006814813613891602,0.72_0.83_0.79_0.98_0.48,0.55_0.64_0.57_0.6_0.65,0.4204958438873291,0.7586287661255586,0.96,0.93,0.76,0.93,0.6035714285714285,1746695111.295651,MLPClassifier,lbfgs,10,20,,,,,,invscaling,,,0.001,tanh
NearMiss,4,,normalization_rebalancing_mitigation_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,2,0.5804343223571777,success,0.006233644485473633,0.17_0.83_0.65_0.83_0.49,0.67_0.64_0.51_0.65_0.7,0.07575936317443847,0.5955203843159639,0.91,0.83,0.65,0.77,0.6347619047619049,1746695112.1956556,RandomForestClassifier,,,,10,4,4,2,3,,entropy,True,,
SMOTE,,8,rebalancing_normalization_mitigation_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,PCA,3,,0.8259603977203369,success,0.004796361923217774,0.39_0.61_0.48_0.54_0.54,0.61_0.61_0.68_0.61_0.64,0.14013900756835937,0.5119231699025459,0.78,1.0,0.59,0.63,0.630952380952381,1746695117.8549771,MLPClassifier,lbfgs,5,1,,,,,,constant,,,0.0001,logistic
SMOTE,,8,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,3,,0.32570314407348633,success,0.0037934303283691405,0.7_0.5_0.49_0.67_0.41,0.67_0.64_0.62_0.55_0.61,0.040368175506591795,0.5541714551480427,0.88,0.76,0.74,0.9,0.6183333333333334,1746695118.501037,RandomForestClassifier,,,,10,4,5,1,3,,gini,True,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,True,,False,,StandardScaler,LFR_wrapper,2.0,10,0.5,,FunctionTransformer,,,7.009199380874634,success,0.005932521820068359,0.84_0.68_0.74_0.77_0.84,0.56_0.57_0.55_0.56_0.52,1.3760367393493653,0.7746492958745883,0.78,0.97,0.86,0.88,0.5526190476190476,1746695125.8334296,MLPClassifier,adam,5,10,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,SelectKBest,,6,0.24349284172058105,success,0.004578113555908203,0.76_0.9_0.93_0.91_0.74,0.59_0.53_0.54_0.56_0.55,0.023442792892456054,0.8467959243477715,0.96,0.95,0.86,0.98,0.5540476190476189,1746695126.4003184,RandomForestClassifier,,,,10,4,4,2,5,,gini,True,,
